postal_code,state,municipality,locality,frontier,start_date,end_date,timezone
20231,AGU,,,0,1/1/22,,Tiempo del Centro
20232,AGU,,,0,1/1/22,,Tiempo del Centro
20233,AGU,,,0,1/1/22,,Tiempo del Centro
20234,AGU,001,01,0,1/1/22,,Tiempo del Centro
20235,AGU,001,01,0,1/1/22,,Tiempo del Centro
20236,AGU,001,01,0,1/1/22,,Tiempo del Centro
20237,AGU,001,01,0,1/1/22,,Tiempo del Centro
20238,AGU,001,01,0,1/1/22,,Tiempo del Centro
20239,AGU,001,01,0,1/1/22,,Tiempo del Centro
20240,AGU,001,01,0,1/1/22,,Tiempo del Centro
20241,AGU,,,0,1/1/22,,Tiempo del Centro
20242,AGU,,,0,1/1/22,,Tiempo del Centro
20243,AGU,,,0,1/1/22,,Tiempo del Centro
20244,AGU,,,0,1/1/22,,Tiempo del Centro
20245,AGU,,,0,1/1/22,,Tiempo del Centro
20246,AGU,,,0,1/1/22,,Tiempo del Centro
20247,AGU,001,01,0,1/1/22,,Tiempo del Centro
20248,AGU,001,01,0,1/1/22,,Tiempo del Centro
20249,AGU,001,01,0,1/1/22,,Tiempo del Centro
20250,AGU,001,01,0,1/1/22,,Tiempo del Centro
20251,AGU,,,0,1/1/22,,Tiempo del Centro
20252,AGU,,,0,1/1/22,,Tiempo del Centro
20253,AGU,,,0,1/1/22,,Tiempo del Centro
20254,AGU,,,0,1/1/22,,Tiempo del Centro
20255,AGU,001,01,0,1/1/22,,Tiempo del Centro
20256,AGU,001,01,0,1/1/22,,Tiempo del Centro
20257,AGU,001,01,0,1/1/22,,Tiempo del Centro
20258,AGU,,,0,1/1/22,,Tiempo del Centro
20259,AGU,001,01,0,1/1/22,,Tiempo del Centro
20260,AGU,001,01,0,1/1/22,,Tiempo del Centro
20261,AGU,,,0,1/1/22,,Tiempo del Centro
20262,AGU,,,0,1/1/22,,Tiempo del Centro
20263,AGU,001,01,0,1/1/22,,Tiempo del Centro
20264,AGU,001,01,0,1/1/22,,Tiempo del Centro
20265,AGU,001,01,0,1/1/22,,Tiempo del Centro
20266,AGU,001,01,0,1/1/22,,Tiempo del Centro
20267,AGU,001,01,0,1/1/22,,Tiempo del Centro
20268,AGU,001,01,0,1/1/22,,Tiempo del Centro
20269,AGU,001,01,0,1/1/22,,Tiempo del Centro
20270,AGU,001,01,0,1/1/22,,Tiempo del Centro
20271,AGU,,,0,1/1/22,,Tiempo del Centro
20272,AGU,,,0,1/1/22,,Tiempo del Centro
20273,AGU,,,0,1/1/22,,Tiempo del Centro
20274,AGU,,,0,1/1/22,,Tiempo del Centro
20275,AGU,,,0,1/1/22,,Tiempo del Centro
20276,AGU,001,01,0,1/1/22,,Tiempo del Centro
20277,AGU,001,01,0,1/1/22,,Tiempo del Centro
20278,AGU,001,01,0,1/1/22,,Tiempo del Centro
20279,AGU,,,0,1/1/22,,Tiempo del Centro
20280,AGU,001,01,0,1/1/22,,Tiempo del Centro
20281,AGU,,,0,1/1/22,,Tiempo del Centro
20282,AGU,,,0,1/1/22,,Tiempo del Centro
20283,AGU,001,01,0,1/1/22,,Tiempo del Centro
20284,AGU,001,01,0,1/1/22,,Tiempo del Centro
20285,AGU,001,01,0,1/1/22,,Tiempo del Centro
20286,AGU,001,01,0,1/1/22,,Tiempo del Centro
20287,AGU,001,01,0,1/1/22,,Tiempo del Centro
20288,AGU,001,01,0,1/1/22,,Tiempo del Centro
20289,AGU,001,01,0,1/1/22,,Tiempo del Centro
20290,AGU,001,01,0,1/1/22,,Tiempo del Centro
20291,AGU,001,01,0,1/1/22,,Tiempo del Centro
20292,AGU,,,0,1/1/22,,Tiempo del Centro
20293,AGU,,,0,1/1/22,,Tiempo del Centro
20294,AGU,,,0,1/1/22,,Tiempo del Centro
20295,AGU,,,0,1/1/22,,Tiempo del Centro
20296,AGU,001,01,0,1/1/22,,Tiempo del Centro
20297,AGU,001,01,0,1/1/22,,Tiempo del Centro
20298,AGU,001,,0,1/1/22,,Tiempo del Centro
20299,AGU,001,01,0,1/1/22,,Tiempo del Centro
20300,AGU,011,03,0,1/1/22,,Tiempo del Centro
20301,AGU,,,0,1/1/22,,Tiempo del Centro
20302,AGU,,,0,1/1/22,,Tiempo del Centro
20303,AGU,011,03,0,1/1/22,,Tiempo del Centro
20304,AGU,011,03,0,1/1/22,,Tiempo del Centro
20305,AGU,011,03,0,1/1/22,,Tiempo del Centro
20306,AGU,011,,0,1/1/22,,Tiempo del Centro
20307,AGU,,,0,1/1/22,,Tiempo del Centro
20308,AGU,,,0,1/1/22,,Tiempo del Centro
20309,AGU,,,0,1/1/22,,Tiempo del Centro
20310,AGU,001,,0,1/1/22,,Tiempo del Centro
20311,AGU,001,,0,1/1/22,,Tiempo del Centro
20312,AGU,,,0,1/1/22,,Tiempo del Centro
20313,AGU,001,,0,1/1/22,,Tiempo del Centro
20314,AGU,001,,0,1/1/22,,Tiempo del Centro
20315,AGU,001,,0,1/1/22,,Tiempo del Centro
20316,AGU,001,,0,1/1/22,,Tiempo del Centro
20317,AGU,001,,0,1/1/22,,Tiempo del Centro
20318,AGU,,,0,1/1/22,,Tiempo del Centro
20319,AGU,001,,0,1/1/22,,Tiempo del Centro
20320,AGU,001,,0,1/1/22,,Tiempo del Centro
20321,AGU,001,,0,1/1/22,,Tiempo del Centro
20322,AGU,001,,0,1/1/22,,Tiempo del Centro
20323,AGU,001,,0,1/1/22,,Tiempo del Centro
20324,AGU,001,,0,1/1/22,,Tiempo del Centro
20325,AGU,,,0,1/1/22,,Tiempo del Centro
20326,AGU,001,,0,1/1/22,,Tiempo del Centro
20327,AGU,,,0,1/1/22,,Tiempo del Centro
20328,AGU,001,,0,1/1/22,,Tiempo del Centro
20329,AGU,001,,0,1/1/22,,Tiempo del Centro
20330,AGU,010,,0,1/1/22,,Tiempo del Centro
20331,AGU,,,0,1/1/22,,Tiempo del Centro
20332,AGU,,,0,1/1/22,,Tiempo del Centro
20333,AGU,010,,0,1/1/22,,Tiempo del Centro
20334,AGU,010,,0,1/1/22,,Tiempo del Centro
20335,AGU,010,,0,1/1/22,,Tiempo del Centro
20336,AGU,010,,0,1/1/22,,Tiempo del Centro
20337,AGU,010,,0,1/1/22,,Tiempo del Centro
20338,AGU,010,,0,1/1/22,,Tiempo del Centro
20339,AGU,010,,0,1/1/22,,Tiempo del Centro
20340,AGU,001,,0,1/1/22,,Tiempo del Centro
20341,AGU,001,,0,1/1/22,,Tiempo del Centro
20342,AGU,001,,0,1/1/22,,Tiempo del Centro
20343,AGU,,,0,1/1/22,,Tiempo del Centro
20344,AGU,001,,0,1/1/22,,Tiempo del Centro
20345,AGU,001,,0,1/1/22,,Tiempo del Centro
20346,AGU,001,,0,1/1/22,,Tiempo del Centro
20347,AGU,,,0,1/1/22,,Tiempo del Centro
20348,AGU,001,,0,1/1/22,,Tiempo del Centro
20349,AGU,001,,0,1/1/22,,Tiempo del Centro
20350,AGU,011,,0,1/1/22,,Tiempo del Centro
20351,AGU,,,0,1/1/22,,Tiempo del Centro
20352,AGU,,,0,1/1/22,,Tiempo del Centro
20353,AGU,011,,0,1/1/22,,Tiempo del Centro
20354,AGU,,,0,1/1/22,,Tiempo del Centro
20355,AGU,011,,0,1/1/22,,Tiempo del Centro
20356,AGU,011,,0,1/1/22,,Tiempo del Centro
20357,AGU,011,,0,1/1/22,,Tiempo del Centro
20358,AGU,011,,0,1/1/22,,Tiempo del Centro
20359,AGU,,,0,1/1/22,,Tiempo del Centro
20360,AGU,,,0,1/1/22,,Tiempo del Centro
20361,AGU,,,0,1/1/22,,Tiempo del Centro
20362,AGU,,,0,1/1/22,,Tiempo del Centro
20363,AGU,001,,0,1/1/22,,Tiempo del Centro
20364,AGU,001,,0,1/1/22,,Tiempo del Centro
20365,AGU,,,0,1/1/22,,Tiempo del Centro
20366,AGU,001,,0,1/1/22,,Tiempo del Centro
20367,AGU,001,,0,1/1/22,,Tiempo del Centro
20368,AGU,,,0,1/1/22,,Tiempo del Centro
20369,AGU,001,,0,1/1/22,,Tiempo del Centro
20370,AGU,001,,0,1/1/22,,Tiempo del Centro
20371,AGU,001,,0,1/1/22,,Tiempo del Centro
20372,AGU,001,,0,1/1/22,,Tiempo del Centro
20373,AGU,001,,0,1/1/22,,Tiempo del Centro
20374,AGU,,,0,1/1/22,,Tiempo del Centro
20375,AGU,001,,0,1/1/22,,Tiempo del Centro
20376,AGU,001,,0,1/1/22,,Tiempo del Centro
20377,AGU,001,,0,1/1/22,,Tiempo del Centro
20378,AGU,,,0,1/1/22,,Tiempo del Centro
20379,AGU,001,,0,1/1/22,,Tiempo del Centro
20380,AGU,,,0,1/1/22,,Tiempo del Centro
20381,AGU,,,0,1/1/22,,Tiempo del Centro
20382,AGU,,,0,1/1/22,,Tiempo del Centro
20383,AGU,,,0,1/1/22,,Tiempo del Centro
20384,AGU,001,,0,1/1/22,,Tiempo del Centro
20385,AGU,001,,0,1/1/22,,Tiempo del Centro
20386,AGU,001,,0,1/1/22,,Tiempo del Centro
20387,AGU,,,0,1/1/22,,Tiempo del Centro
20388,AGU,001,,0,1/1/22,,Tiempo del Centro
20389,AGU,001,,0,1/1/22,,Tiempo del Centro
20390,AGU,001,,0,1/1/22,,Tiempo del Centro
20391,AGU,001,,0,1/1/22,,Tiempo del Centro
20392,AGU,001,,0,1/1/22,,Tiempo del Centro
20393,AGU,001,,0,1/1/22,,Tiempo del Centro
20394,AGU,001,,0,1/1/22,,Tiempo del Centro
20395,AGU,001,,0,1/1/22,,Tiempo del Centro
20396,AGU,001,,0,1/1/22,,Tiempo del Centro
20397,AGU,,,0,1/1/22,,Tiempo del Centro
20398,AGU,,,0,1/1/22,,Tiempo del Centro
20399,AGU,001,,0,1/1/22,,Tiempo del Centro
20400,AGU,007,06,0,1/1/22,,Tiempo del Centro
20401,AGU,,,0,1/1/22,,Tiempo del Centro
20402,AGU,,,0,1/1/22,,Tiempo del Centro
20403,AGU,007,06,0,1/1/22,,Tiempo del Centro
20404,AGU,007,06,0,1/1/22,,Tiempo del Centro
20405,AGU,007,06,0,1/1/22,,Tiempo del Centro
20406,AGU,007,06,0,1/1/22,,Tiempo del Centro
20407,AGU,,,0,1/1/22,,Tiempo del Centro
20408,AGU,,,0,1/1/22,,Tiempo del Centro
20409,AGU,,,0,1/1/22,,Tiempo del Centro
20410,AGU,007,06,0,1/1/22,,Tiempo del Centro
20411,AGU,,,0,1/1/22,,Tiempo del Centro
20412,AGU,,,0,1/1/22,,Tiempo del Centro
20413,AGU,,,0,1/1/22,,Tiempo del Centro
20414,AGU,007,06,0,1/1/22,,Tiempo del Centro
20415,AGU,007,06,0,1/1/22,,Tiempo del Centro
20416,AGU,007,06,0,1/1/22,,Tiempo del Centro
20417,AGU,007,06,0,1/1/22,,Tiempo del Centro
20418,AGU,,,0,1/1/22,,Tiempo del Centro
20419,AGU,,,0,1/1/22,,Tiempo del Centro
20420,AGU,007,,0,1/1/22,,Tiempo del Centro
20421,AGU,,,0,1/1/22,,Tiempo del Centro
20422,AGU,,,0,1/1/22,,Tiempo del Centro
20423,AGU,007,,0,1/1/22,,Tiempo del Centro
20424,AGU,007,,0,1/1/22,,Tiempo del Centro
20425,AGU,007,,0,1/1/22,,Tiempo del Centro
20426,AGU,007,,0,1/1/22,,Tiempo del Centro
20427,AGU,007,,0,1/1/22,,Tiempo del Centro
20428,AGU,,,0,1/1/22,,Tiempo del Centro
20429,AGU,,,0,1/1/22,,Tiempo del Centro
20430,AGU,007,,0,1/1/22,,Tiempo del Centro
20431,AGU,,,0,1/1/22,,Tiempo del Centro
20432,AGU,,,0,1/1/22,,Tiempo del Centro
20433,AGU,,,0,1/1/22,,Tiempo del Centro
20434,AGU,007,,0,1/1/22,,Tiempo del Centro
20435,AGU,007,,0,1/1/22,,Tiempo del Centro
20436,AGU,007,,0,1/1/22,,Tiempo del Centro
20437,AGU,007,,0,1/1/22,,Tiempo del Centro
20438,AGU,,,0,1/1/22,,Tiempo del Centro
20439,AGU,,,0,1/1/22,,Tiempo del Centro
20440,AGU,007,,0,1/1/22,,Tiempo del Centro
20441,AGU,,,0,1/1/22,,Tiempo del Centro
20442,AGU,,,0,1/1/22,,Tiempo del Centro
20443,AGU,,,0,1/1/22,,Tiempo del Centro
20444,AGU,007,,0,1/1/22,,Tiempo del Centro
20445,AGU,007,,0,1/1/22,,Tiempo del Centro
20446,AGU,007,,0,1/1/22,,Tiempo del Centro
20447,AGU,007,,0,1/1/22,,Tiempo del Centro
20448,AGU,,,0,1/1/22,,Tiempo del Centro
20449,AGU,,,0,1/1/22,,Tiempo del Centro
20450,AGU,007,,0,1/1/22,,Tiempo del Centro
20451,AGU,,,0,1/1/22,,Tiempo del Centro
20452,AGU,,,0,1/1/22,,Tiempo del Centro
20453,AGU,,,0,1/1/22,,Tiempo del Centro
20454,AGU,007,,0,1/1/22,,Tiempo del Centro
20455,AGU,,,0,1/1/22,,Tiempo del Centro
20456,AGU,007,,0,1/1/22,,Tiempo del Centro
20457,AGU,007,,0,1/1/22,,Tiempo del Centro
20458,AGU,,,0,1/1/22,,Tiempo del Centro
20459,AGU,,,0,1/1/22,,Tiempo del Centro
20460,AGU,004,09,0,1/1/22,,Tiempo del Centro
20461,AGU,,,0,1/1/22,,Tiempo del Centro
20462,AGU,004,09,0,1/1/22,,Tiempo del Centro
20463,AGU,,,0,1/1/22,,Tiempo del Centro
20464,AGU,,,0,1/1/22,,Tiempo del Centro
20465,AGU,,,0,1/1/22,,Tiempo del Centro
20466,AGU,004,09,0,1/1/22,,Tiempo del Centro
20467,AGU,004,09,0,1/1/22,,Tiempo del Centro
20468,AGU,004,09,0,1/1/22,,Tiempo del Centro
20469,AGU,004,09,0,1/1/22,,Tiempo del Centro
20470,AGU,004,,0,1/1/22,,Tiempo del Centro
20471,AGU,,,0,1/1/22,,Tiempo del Centro
20472,AGU,004,,0,1/1/22,,Tiempo del Centro
20473,AGU,,,0,1/1/22,,Tiempo del Centro
20474,AGU,,,0,1/1/22,,Tiempo del Centro
20475,AGU,,,0,1/1/22,,Tiempo del Centro
20476,AGU,004,,0,1/1/22,,Tiempo del Centro
20477,AGU,,,0,1/1/22,,Tiempo del Centro
20478,AGU,004,,0,1/1/22,,Tiempo del Centro
20479,AGU,,,0,1/1/22,,Tiempo del Centro
20480,AGU,,,0,1/1/22,,Tiempo del Centro
20481,AGU,,,0,1/1/22,,Tiempo del Centro
20482,AGU,,,0,1/1/22,,Tiempo del Centro
20483,AGU,,,0,1/1/22,,Tiempo del Centro
