colony,postal_code,name
0001,29490,Xoctón (Xoctoctic)
0001,29500,Nueva Esperanza
0001,29540,Nuevo Sunuapa
0001,29553,Playa de Piedra 2da. Sección
0001,29560,Rivera el Viejo Carmen
0001,29572,Loma de Caballo 2a. Sección
0001,29586,Álvaro Obregón
0001,29596,Nuevo Poblado Llanos Morelos
0001,29610,El Edén
0001,29620,San Francisco
0001,29660,San Juan
0001,29670,Magdalena
0001,29684,San José Plan Ocotal
0001,29706,Miguel Hidalgo
0001,29710,Arroyo Sabinal
0001,29729,Monte Chico
0001,29744,La Unión Nueva
0001,29753,Santa Rita
0001,29760,Xitoltepeque
0001,29770,Guadalupe I
0001,29795,San José Chacté
0001,29816,Jesús Carranza
0001,29840,San Isidro
0001,29853,Jolik-alum
0001,29863,Meonho
0001,29876,Canolal
0001,29884,Las Limas
0001,29890,Don Pedro
0001,29903,Arroyo Palenque
0001,29917,Esperanza Ocotal
0001,29920,Santa Bárbara
0001,29926,San Vicente
0001,29943,San Miguel Catarraya
0001,29954,Ramón F. Balboa
0001,29962,El Retiro
0001,29974,Benito Juárez Centro
0001,29990,Boca del Río Chico
0001,30078,Corrala
0001,30115,Doctor Manuel Velasco Suárez
0001,30129,El Raizal
0001,30150,Las Champas
0001,30166,Francisco Villa
0001,30170,San Fermín
0001,30223,Sagrado Corazón
0001,30232,Jerusalén
0001,30357,Zacualpa
0001,30362,El Altillo
0001,30434,Aurora Cintal
0001,30491,Josefa Ortiz de Domínguez
0001,30515,Las Piedritas
0001,30535,Embarcadero de Jericó (El Siglo)
0001,30553,Miramar
0001,30568,El Rosario
0001,30580,7 de Abril
0001,30638,Playón
0001,30649,La Florida
0001,30650,Jardín las Flores
0001,30670,FOVISSSTE Guadalupe
0001,30680,Esquipulas
0001,30740,Coapantes
0001,30849,Pino Suárez
0001,30860,San Judas Tadeo
0001,30870,San Juan
0001,30884,Talquián
0001,30890,Rosario Ixtal
0001,30900,Los Olivos
0001,30925,Reforma
0001,30953,El Cercadillo
0001,30970,Los Pérez
0001,30986,Vega de Guerrero
0001,31160,Caminos del Valle
0001,31607,Campo Número Quince
0001,31646,Campo Setenta y Tres
0001,31653,Punta Oriente
0001,31680,Guadalupe
0001,31704,Praderas del Oriente
0001,31825,El Bismarck
0001,31861,Santa Rosa
0001,31884,Barrio Sur
0001,31904,Oscar Ornelas
0001,31977,Campo Cincuenta y Seis (Tres Hermanos)
0001,31980,El Pajarito
0001,32565,Cerrada de los Cipreses
0001,32830,El Ágate
0001,32912,Bosques de San Jerónimo
0001,33013,Central de Abastos
0001,33123,Rancho Llorarás
0001,33130,Camino Real
0001,33163,Guadalupe de la Saucería
0001,33185,Las Truchas
0001,33210,El Pozo
0001,33255,Rancho Dominguez
0001,33264,Santo Toribio
0001,33293,Las Juntas
0001,33390,San Isidro
0001,33408,San José de Valenzuela
0001,33467,Los Placeres
0001,33470,Presidentes
0001,33506,Barrio 5 de Mayo
0001,33600,Colonia Flores
0001,33637,Santa Ofelia
0001,33656,San Juan Bautista
0001,33670,Panamericana
0001,33824,El Quijote
0001,33924,La Haciendita Fiereña
0001,33956,Agua de Pinole
0001,33996,San Pedro
0001,34000,Victoria de Durango Centro
0001,34570,El Durazno
0001,34614,Piedra de Amolar
0001,34694,El Limoncito
0001,34894,Loma Bonita
0001,35140,Aquiles Serdán
0001,35174,La Gloria
0001,35214,Venustiano Carranza (El Seis)
0001,35383,El Molino
0001,35413,El Alto de los Lirios
0001,35633,La Vinata
0001,35803,Juan Pablo II
0001,35917,Los Tenamastes
0001,36000,Guanajuato Centro
0001,36275,Parque Industrial Santa Fe Ampliación
0001,36405,Residencial Valle del Laurel
0001,36440,La Cruz del Derramadero
0001,36495,Agua Nueva
0001,36554,El Zapote del Milagro
0001,36720,Real Bugambilias
0001,36906,Los Sabinos
0001,36960,Nuevo Camino Real
0001,36998,Carmen Rodríguez
0001,37293,Sierra Nogal
0001,37616,San José de Rancho Nuevo (Los Arrieros)
0001,37834,Peñuelitas (Peñuelas)
0001,37867,Ama Lur
0001,37893,Polo Habitacional La Esmeralda
0001,37915,Mineral de Pozos
0001,37924,La Lagunita
0001,37933,Agua Zarca del Pinal
0001,37967,Bordo la Luz
0001,38033,Villas Vicenza
0001,38185,Villas de Castillo
0001,38260,Punta Norte
0001,38403,Las Haciendas
0001,38487,Aarón García Tamayo (San Ramón)
0001,38495,Las Cuatas
0001,38596,La Tortuga
0001,38796,Centude
0001,38836,El Planchón
0001,38906,Celeste
0001,38984,Lindavista
0001,39000,Chilpancingo de los Bravos Centro
0001,39906,Joyas del Marques
0001,40027,Fidel Castro
0001,40340,San Isidro (La Hacienda de San Isidro)
0001,40405,12 de Mayo
0001,40469,La Camila (Puente de Dios)
0001,40493,Sabino Alto
0001,40500,Adrés Manuel López Obrador
0001,40653,El Coyol
0001,40686,La Cacánicua de Arriba
0001,40714,Zetina
0001,41123,Cacalotepec
0001,41169,Huixcomulco
0001,41328,Barranca del Otate
0001,41380,De santa Cruz
0001,41490,Quiahuitepec
0001,41503,Laguna Seca
0001,41640,De la Navidad
0001,42000,Centro
0001,42186,Loma Escondida
0001,42198,La Fortaleza
0001,42302,Vista Hermosa
0001,42334,El Sabino
0001,42364,Del Tedra
0001,42603,Eulalio Ángeles Martínez
0001,42920,Tercera Manzana
0001,42982,Loma Bonita 2da. Sección
0001,43204,Vista Hermosa
0001,43427,San Antonio el Grande
0001,43624,Privada Riva Palacio
0001,43740,Loma de Cuautepec
0001,43774,Ex-Hacienda de San Francisco
0001,43810,La Gloria
0001,43845,Valle Diamante
0001,43865,Lomas del Álamo
0001,43906,Ampliación Loma Bonita
0001,43993,Villas Napoleón
0001,45133,Altavista Residencial
0001,45306,La Estancia
0001,45355,La Cima
0001,45410,Misión de los Viñedos
0001,45432,Lomas de Huizquilco
0001,45599,Las Terrazas Residencial
0001,45650,Villas Terranova
0001,45685,El Salto
0001,45720,Rosendo G. Castro
0001,45877,Huerta Vieja
0001,45887,Villas Andalucía
0001,46030,Rincón de San Vicente
0001,46074,San Andrés Cohamiata
0001,46106,Verde
0001,46157,Huizaista
0001,46206,El Pastor
0001,46276,Achimec
0001,46315,Guadalupe
0001,46473,Rinconada Casa Blanca
0001,46615,Las Victorias
0001,46860,Los Pericos
0001,46937,Gallineros
0001,46984,El Tasajal
0001,47137,El Bueyero
0001,47186,La Garita
0001,47260,San Ignacio de Abajo
0001,47270,Loma Linda
0001,47530,Paseos del Sol
0001,47565,Las Amarillas
0001,47574,San José
0001,47595,San Antonio
0001,47620,El Árbol
0001,47755,San Marcos
0001,47902,San Isidro
0001,47913,Las Bugambilias
0001,47959,Paso de Guadalupe
0001,47986,Los Arrayanes
0001,48247,Los Encinos
0001,48267,Los Llanitos
0001,48417,Naranjitos (Arroyo Seco)
0001,48464,Pochotitán
0001,48644,Cítala
0001,48760,Guadalupana
0001,48868,El Playón
0001,48903,Cerro Colorado
0001,48963,La Zorra
0001,49086,La Primavera II
0001,49123,Cofradía del Rosario
0001,49306,Parques Aldama
0001,49421,Villa del Lago (El Baratillo)
0001,49515,Jardín Real de Mazamitla
0001,49572,Rafael Picazo (Santa Cruz)
0001,49606,Zapotiltic
0001,49910,El Casaco (Platanitos)
0001,50285,Conjunto Habitacional Las Bugambilias
0001,50525,Tercera Manzana de Barrio de Morelos
0001,50673,El Llano Grande Jaltepec
0001,50686,San Juan Coté
0001,50880,Hacienda las Trojes
0001,50997,Loma de Lienzo
0001,51044,San Martín Obispo
0001,51089,San Telmo
0001,51109,El Plan
0001,51207,Tres Puentes
0001,51287,Hacienda Nueva
0001,51300,La Cascada (Barrio del Varal)
0001,51383,Cuauhtémoc
0001,51540,El Pino
0001,51569,Agua Fría
0001,51723,La Providencia
0001,51814,San Juan
0001,51867,Progreso los Hernández (Colonia los Hernández)
0001,51980,Santa Ana
0001,52005,Los Olivos
0001,52085,De Mozoquilpan
0001,52150,El Manantial
0001,52226,Bosque de las Fuentes Residencial
0001,52280,Villas del Sauce
0001,52500,Libertad
0001,52603,Guadalupe Yancuictlalpan (Gualupita)
0001,52686,El Águila (La Mesa)
0001,52757,San Antonio el Llanito
0001,52770,Paseos del Bosque
0001,52989,Residencial Lago Esmeralda
0001,53533,Campo Militar 1
0001,54239,San Antonio Escobedo Norte
0001,54280,El Progreso
0001,54380,Dhalle (Ejido de Dongu)
0001,54416,Rinconada Lago de Guadalupe
0001,54493,Palma (Ejido San Francisco)
0001,54745,Los Ailes
0001,54875,Foresta Residencial
0001,54893,Revolución
0001,54980,La Manzana
0001,55010,Bonito Arboledas
0001,55616,Villas de Zumpango
0001,55666,Tablón Chico (Tabloncito)
0001,55770,El Terromote
0001,55786,La Asunción
0001,55796,Paseos del Valle
0001,55853,Cozotlán Norte
0001,56024,De Tequisistlán Primero
0001,56035,La Concepción
0001,56237,El Batán
0001,56300,Ejidos de Cambray
0001,56373,El Encino
0001,56800,De San Bartolo
0001,56984,Guadalupe
0001,56990,De Santa Catarina
0001,58000,INFONAVIT El Pípila
0001,58383,Arostaro
0001,58420,Altamira o Buenavista
0001,58444,Fontezuelas
0001,58456,Yerbabuena Vieja
0001,58464,Las Trojes (Las Trojas)
0001,58480,Agraria
0001,58523,El Fresno de Guadalupe
0001,58544,Los Sauces
0001,58557,Los Ferrocarrileros
0001,58570,Lázaro Cárdenas
0001,58730,Las Flores
0001,58743,Gabino Vázquez (Los Guayabos)
0001,58762,Azteca
0001,58796,Las Casitas
0001,58800,Guadalupe
0001,58820,Chapultepec
0001,58846,El Cerrito
0001,58860,El Acuario
0001,58920,Bellavista
0001,58945,Los Pinos
0001,58970,12 de Diciembre
0001,58980,Benito Juárez
0001,59015,Paso de las Águilas
0001,59140,El Lago
0001,59164,El Brazo
0001,59180,Agua Caliente
0001,59200,Bellavista
0001,59230,El Areño
0001,59267,Ejido de la Manga
0001,59296,El Agua Blanca (Rancho del Mayor)
0001,59427,Melchor Ocampo (Ánimas Gusgas)
0001,59430,25 de Enero
0001,59440,De Guadalupe
0001,59460,El Ate
0001,59508,Barranca de la Breña
0001,59533,Palos Altos
0001,59550,Camino Real
0001,59711,Francisco Sarabia
0001,59730,Bellas Torres
0001,59750,Cupatziro
0001,59908,El Pozole (El Amezcueño)
0001,59963,Las Flores
0001,60060,El Milagro
0001,60247,Cruz de Piedra
0001,60266,Los Reyes
0001,60276,Cruciro
0001,60280,Emiliano Zapata
0001,60290,Camelinas
0001,60413,Chaniro (Xhaniro)
0001,60440,Álamo
0001,60490,Altavista
0001,60536,El Salate
0001,60540,Del Chivo (Guadalupe)
0001,60597,La Bolsa (Paso de la Bolsa)
0001,60710,La Tamarindera
0001,60760,Agraria
0001,60800,Bugambilias
0001,60824,Agua Blanca (Barranca del Tereso)
0001,60840,Buenavista
0001,60885,La Palma Sola
0001,60900,La Cablotera
0001,60927,La Tauna
0001,60998,Valle Escondido
0001,61004,Estanzuela los Lulos (Santa Rosa)
0001,61025,El Nogal (Ampliación San Rafael)
0001,61073,San José Corrales
0001,61135,El Fresno II
0001,61264,San Pedro
0001,61280,Adolfo López Mateos
0001,61297,Acebuches
0001,61327,Agua Fría
0001,61334,Agua Caliente
0001,61370,Bellavista del Río
0001,61400,Aserradero
0001,61410,Las Mesas
0001,61438,Acúmbaro
0001,61450,Ampliación Remedios
0001,61470,El Alemán
0001,61530,Barranca Seca
0001,61540,Benito Juárez
0001,61570,Buenos Aires
0001,61595,El Limoncito
0001,61617,Ampliación Buena Vista
0001,61636,La Montufa
0001,61643,El Llanito
0001,61678,Casa Blanca
0001,61680,La Gloria
0001,61700,Bellavista
0001,61730,El Cerrito
0001,61750,Enrique Ramírez
0001,61785,La Pareja
0001,61800,4 Caminos
0001,61840,El Valle (Valle Nuevo)
0001,61880,Buenos Aires
0001,61900,Barrio Alto
0001,61920,El Balseadero
0001,61974,Acopeo
0001,61980,Arboledas
0001,62000,Cuernavaca Centro
0001,62565,Las Canteras
0001,62588,Conjunto Habitacional Campo Verde
0001,62665,Los Arcos
0001,62764,Altavista
0001,62827,Girasoles (Campo el Guaje)
0001,63000,Tepic Centro
0001,63205,Guadalupe Peña
0001,63427,La Paloma Primera
0001,63446,El Pato
0001,63497,Acatita
0001,63555,Marcos Cárdenas
0001,63586,La Piedra Picada
0001,63717,Caléxico
0001,63735,San Clemente de Lima
0001,63765,El Tepeyac (Cofradía)
0001,63785,Puerta Luna
0001,63820,Puerta del Río
0001,63850,Los Horcones
0001,63885,Los Ramírez
0001,63923,La Otra Banda
0001,63947,El Aguacate
0001,63963,La Otra Banda
0001,64000,Monterrey Centro
0001,65116,California
0001,65150,El Pedregal
0001,65256,Campestre Rivereño
0001,65515,Bosques de los Nogales
0001,65555,Los Héroes Monterrey
0001,65760,Privadas de Santa Clara
0001,66050,Torres Diamante
0001,66196,Valle Poniente Sector Olinca
0001,66277,Turquesa
0001,66470,Vivenza
0001,66580,El Jaral
0001,66649,Altaria Residencial
0001,66655,Las Haciendas
0001,66700,Marín
0001,66827,El Saucito
0001,66953,Norte
0001,67004,Conferín Arizpe
0001,67066,El Cuchillo
0001,67132,Regio Parque Industrial Guadalupe
0001,67289,Privada Vía Siete
0001,67310,El Pueblito de Santiago
0001,67374,Las Cruces (Carretera Nacional Kilómetro 236)
0001,67470,Las Palomitas (La Fragua)
0001,67528,Hacienda los Naranjos
0001,67825,Huerta Santa Teresa
0001,67974,El Baral
0001,68000,Oaxaca
0001,68200,Benito Juárez
0001,68216,Las Trancas
0001,68228,La Libertad Xochimilco (Segunda Sección)
0001,68230,Del Sol
0001,68235,El Molinito
0001,68237,Los Reyes
0001,68247,La Reforma
0001,68257,La Resurrección
0001,68258,6 de Enero
0001,68264,7 de Marzo
0001,68269,Buena Vista
0001,68273,Santa Catalina de Sena
0001,68285,Pinos Esmeralda
0001,68288,Laureles
0001,68297,La Trinidad
0001,68335,Linda Vista
0001,68406,La Capilla
0001,68426,El Carmen
0001,68508,Peña Campana
0001,68551,Los Naranjos
0001,68583,Almolonga
0001,68624,Palo Mora
0001,68636,Agua Neblina
0001,68644,Tecomaltianguisco
0001,68957,San Pedro Tres Arroyos
0001,68970,Dolores Hidalgo
0001,68997,Hondura Lucero
0001,69009,Guadalupe Victoria
0001,69052,La Providencia
0001,69064,La Reforma
0001,69203,Rancho Juárez
0001,69273,Vista Hermosa Lázaro Cárdenas
0001,69292,San Isidro Laguna Seca
0001,69300,La Ciénega
0001,69548,San Isidro Monteverde
0001,69605,Santa Cruz Río Salinas
0001,69627,Jazmín Morelos
0001,69726,Yosoyuxi Copala
0001,69743,Zaragoza Alacranes
0001,69795,Lázaro Cárdenas
0001,69800,Cañada Alejandro
0001,69807,Unión Hidalgo
0001,69820,San José
0001,69859,San José Yatandoyo
0001,69891,Santa Cruz
0001,69900,El Nogal
0001,69912,Santa Cruz Yodocono
0001,69955,San Isidro Trementina
0001,69964,Llano de Ayuca
0001,69983,San José Río Minas
0001,69990,Guadalupe Victoria
0001,70023,Santa Cruz de los Pescadores
0001,70110,Niza Luba
0001,70140,1era. Sección
0001,70157,Rodulfo Figueroa
0001,70160,Ejidal
0001,70170,Tercera Sección
0001,70195,El Morro
0001,70207,Loma Linda
0001,70227,La Estrella
0001,70256,San Francisco Jayacaxtepec
0001,70287,Cerro Costoche
0001,70307,Ferrocarrileros
0001,70341,Maluco
0001,70366,San Antonio Nuevo Paraíso
0001,70382,Chivaniza
0001,70400,San Isidro
0001,70423,Santiago Ixtaltepec
0001,70424,Los Pinos
0001,70435,3 de Mayo
0001,70703,Playa Azul
0001,70705,Villa la Esperanza (Ocotal)
0001,70720,Del Carmen (Palo Grande)
0001,70778,San Diego
0001,70829,La Reforma
0001,70864,El Progreso
0001,70882,Loma Morillo
0001,70900,Barrio Chubasco
0001,70924,San Isidro Miramar
0001,70946,Progreso Alto
0001,70988,La Joya
0001,71007,La Quebradora
0001,71076,San Martín
0001,71091,Santa Ana
0001,71125,El Chamizal
0001,71223,Alfareros
0001,71238,Lázaro Cárdenas del Río
0001,71266,Ampliación San Antonio
0001,71273,El Paredón
0001,71286,La Guadalupe
0001,71307,Agua la Avispa
0001,71317,Renacimiento
0001,71328,Buena Vista
0001,71333,Benito Juárez
0001,71338,Allende
0001,71340,De la Esmeralda
0001,71345,El Machín
0001,71352,Arroyo del Tecolote
0001,71359,Corral de Piedras
0001,71366,Agua Ceniza
0001,71372,Agua Tierna
0001,71376,Baja California
0001,71384,Buenavista
0001,71388,Barranca Campeche
0001,71393,Atotonilco
0001,71397,Acahual
0001,71409,Acapiztla
0001,71425,Agua del Sabino
0001,71457,El Carrizal
0001,71483,San Ildefonso Viejo
0001,71514,San Isidro
0001,71523,Jelaro
0001,71528,El Llano
0001,71540,Guadalupe
0001,71543,Los Sarmiento
0001,71553,Maguey Largo
0001,71597,San Isidro la Cañada
0001,71604,Emiliano Zapata
0001,71615,La Culebra
0001,71671,La Catalina
0001,71720,Gigante
0001,71747,San Marcos el Coyul
0001,71847,La Plata
0001,71953,Cañada de Guadalupe
0001,71996,Cabo las Olas
0001,72000,Centro
0001,72733,Bosque Sanctorum
0001,72820,Reserva Territorial Atlixcayotl
0001,73009,Coyolito (El Coyol)
0001,73054,La Gloria
0001,73099,Nactanca Chica (La Colonia)
0001,73177,Las Flores
0001,73300,Toltempan
0001,73355,África Vieja
0001,73585,El Progreso
0001,73798,Villa Montana
0001,73887,Santa Rosa
0001,74129,San Buenaventura Tecaltzingo
0001,74160,Paseo de los Sauces
0001,74173,Cháhuac
0001,74367,Valle Real
0001,74733,Titilintzin
0001,75012,Zona Industrial AUDI
0001,75083,Guadalupe Camojapa
0001,75119,Santa Rosa Ocotitlán
0001,75235,El Esfuerzo
0001,75393,Emiliano Zapata
0001,75420,Hermosillo
0001,75827,San Isidro Vista Hermosa
0001,75910,San Miguel
0001,76000,Centro
0001,76246,Parque Tecnológico Innovación Querétaro
0001,76495,El Zapote II
0001,76568,Tierras Coloradas
0001,76610,La Presita
0001,76650,San Félix
0001,76824,Lomas de la Estancia
0001,76906,Punta Esmeralda
0001,76950,La Florida
0001,77000,Chetumal Centro
0001,77130,Chun On
0001,77376,San Martiniano
0001,77410,La Guadalupana
0001,77516,Supermanzana 245
0001,77580,Puerto Morelos
0001,77670,Las Golondrinas
0001,77718,Bali
0001,77762,Xul Kaa
0001,77883,San Juan Oriente
0001,78000,San Luis Potosí Centro
0001,78432,Bosques del Márquez
0001,78483,El Llanito
0001,78508,De Santiago
0001,78527,Antigua Guayulera
0001,78553,Camposanto
0001,78601,La Mantenedora
0001,78696,San Rafael
0001,78816,Santa Lucía
0001,78845,Santa María del Rincón (El Guajolote)
0001,78886,Palos Altos
0001,78914,Clavellinas
0001,78925,San José
0001,79224,El Porvenir
0001,79246,Camillas
0001,79290,Antigua Reforma
0001,79305,La Crúz
0001,79366,De La Luz
0001,79384,Arboledas
0001,79483,Jagüey de San Francisco
0001,79530,Puente de Tierra
0001,79560,Americana
0001,79595,Paisanos
0001,79625,Santa María de Guadalupe
0001,79650,El Manantial
0001,79685,El Porvenir
0001,79740,San José
0001,79786,El Trueno
0001,79804,Tancoltze Ojox (Tercera Sección)
0001,79813,Anexo Quelabitad Calabazas
0001,79930,Lomas de Axtla
0001,79957,Cuaxocoyo Uno Limontitla
0001,79976,Villa Lolita
0001,79990,Pahuayo
0001,80000,Centro
0001,80347,San Blas
0001,80583,Huicharabito
0001,80758,El Realito
0001,80940,El Zapote de los Gastélum
0001,81048,Residencial Campestre
0001,81248,Álamo
0001,81448,Fernando Irizar López
0001,81625,Las Tunas
0001,81717,El Altillo
0001,81878,16 de Septiembre
0001,81985,Gabriel Leyva Velázquez
0001,82129,Hacienda del Seminario
0001,82457,INFONAVIT Las Flores
0001,82685,San Lorenzo
0001,82710,Rincón de Ibonía
0001,82833,Tablón Dos
0001,82960,El Cajón de Piaxtla
0001,83000,Hermosillo Centro
0001,83376,Campito San Alberto
0001,83383,El Chamizal
0001,83457,Chula Vista 2 del Parque
0001,83577,La Ganadera
0001,83680,San Luis
0001,84066,Monarca
0001,84124,Santa Lucía
0001,84160,La Misión Residencial
0001,84185,Cerro La Cruz
0001,84269,Bicentenario
0001,84323,Balcón
0001,84393,Basucumachi
0001,84415,Juribana
0001,84504,La Loma
0001,84535,Basuchon
0001,84573,Nícora
0001,84670,6 de Enero
0001,84745,El Álamo
0001,84865,Norte
0001,85053,Real Campestre
0001,85265,Rosario Osuna
0001,85287,El Comparto
0001,85340,Luis Donaldo Colosio
0001,85425,San Gerónimo
0001,85515,Doctores
0001,85564,Loma Linda
0001,85714,Alisoso
0001,85734,Basicorepa
0001,85835,Residencial La Huerta
0001,86000,Portal Del Agua
0001,86200,La Hacienda
0001,86247,América
0001,86340,Bicentenario
0001,86417,Benito Juárez 2da. Sección (Monte Alegre)
0001,86555,Sección 10 de Azucareros
0001,86615,Blancas Mariposas
0001,86711,Bayona
0001,86785,Los Giles
0001,86835,Santo Domingo 1ra. Sección (El Llano)
0001,86904,Tenosique 2000
0001,86998,La Esperanza
0001,87000,Ciudad Victoria Centro
0001,87255,San Antonio el Grande
0001,87413,Privanzas
0001,87505,Hacienda del Valle
0001,87690,Las Pilas
0001,87713,Tres de Abril (El Tulillo)
0001,87760,Tomás Yarrington
0001,87790,Campoamor
0001,87885,Candelario Reyes (San Miguel)
0001,87923,Adolfo López Mateos
0001,87949,Las Moras
0001,87967,La Joya de Herrera
0001,87988,Escondida y Atravesaño (La Escondida)
0001,88287,Viviendas Unidas
0001,88304,Los Presidentes
0001,88444,El Sauz
0001,88796,Parque Industrial American Industries Kimco
0001,88990,INFONAVIT la Paz
0001,89510,Palmas II
0001,89636,Miguel Hidalgo
0001,89670,Santa Martha
0001,89746,López Rayón
0001,89956,Nuevo Tantoán
0001,90000,Tlaxcala Centro
0001,90194,Parque Industrial Xiloxoxtla
0001,90354,Villa Santa Clara
0001,90435,Xometla
0001,90454,Arenal
0001,90508,La Palma
0001,90754,Domingo Arenas
0001,90877,Zacatecoma
0001,91000,Xalapa Enríquez Centro
0001,91249,Tlacuilolan
0001,91254,El Arenal
0001,91260,San Antonio Xoquitla
0001,91302,Unidad y Trabajo
0001,91373,Los Planes (Cerro Gordo)
0001,91394,Linderos
0001,91406,Palo Blanco
0001,91444,Puente Colgante
0001,91463,Las Casillas
0001,91482,Mata de Caña
0001,91540,Santa Rosa
0001,91625,Nuevo (Amatitla)
0001,91630,Del Maestro
0001,91647,Baños (El Bejuco)
0001,91659,Casa Blanca
0001,91663,4 de Octubre
0001,91672,Mata Grande
0001,91698,Los Torrentes Aeropuerto
0001,92025,Aguacate
0001,92034,Bugambilias
0001,92079,El Barranco
0001,92094,El Mirador
0001,92117,Loma Larga
0001,92138,El Limón (Lindero Grande)
0001,92164,El Aguacate
0001,92183,Felipe Ángeles
0001,92234,Los Altos del Metate
0001,92409,San Isidro
0001,92417,Totomoxtepec
0001,92443,Cerro de Ayahuint
0001,92475,Ejido Cedral
0001,92523,Clouthier
0001,92590,Naranjalito
0001,92605,Los Charcos
0001,92633,Ozultetla
0001,92665,Azoquitipa
0001,92672,El Coyol
0001,92683,El Mirador
0001,92727,El Ixtle Flores Magón
0001,92764,El Mangar
0001,92783,Tronconal
0001,92917,Sector Cuatro
0001,92976,El Zapote
0001,93005,Plan de Ayala
0001,93084,Puxtla
0001,93122,Coahuitlán
0001,93167,Las Palmas
0001,93183,El Peñón
0001,93308,Lomas Residencial
0001,93536,Francisco I. Madero
0001,93557,Las Flores
0001,93637,La Palma
0001,93667,Huaxtla
0001,93697,El Pimiento
0001,93700,Loma de Las Flores
0001,93769,La Concordia
0001,93789,Hidalgotitlán
0001,93813,El Huanal
0001,93829,Maestros Veracruzanos
0001,93884,Dos Caminos
0001,93904,Nueva Reforma
0001,93956,La Cachetada
0001,93986,El Centenario (El Tecolote)
0001,94054,Navatepec
0001,94107,Los Carriles
0001,94142,El Cebadal
0001,94155,El Zapote
0001,94167,Rincón Pintor
0001,94172,Rafael Guizar y Valencia
0001,94183,Álvaro Obregón
0001,94229,Contadero
0001,94245,Tranca Negra
0001,94274,Lagos de Puente Moreno
0001,94286,Quinta Al Andalus
0001,94330,Lago del Ángel Residencial
0001,94424,Los Naranjos
0001,94435,Los Reyes
0001,94463,Los Cafetales
0001,94476,Tres Ríos
0001,94657,Los Robles
0001,94760,El Mirador
0001,94770,Barrio Morastitla
0001,94782,San Lorenzo
0001,94804,Eyitepec
0001,94837,Vista Hermosa
0001,94902,Solidaridad
0001,94912,Rincón Zapote
0001,94922,Antorcha Campesina
0001,94936,El Mirador
0001,94954,Dos Ríos
0001,94975,Paso Frijol
0001,94984,Loma Tigra (Mata la Tigra)
0001,94993,Santa Lucía (Las Playas)
0001,95026,La Palma
0001,95039,Xiujtempa
0001,95043,Xometla
0001,95066,Tlanestla
0001,95098,Benito Juárez
0001,95200,Las Lajitas
0001,95226,Mata de Lázaro
0001,95244,La Isleta de Panamá (Punta Isleta)
0001,95263,El Martillo
0001,95295,Bajada de los Apompos
0001,95340,Enrique Ramos Rodríguez
0001,95358,El Renacimiento
0001,95426,La Sayulita
0001,95435,Majapa (Mata Lagarto)
0001,95447,Abrevadero
0001,95458,Juan de la Luz Enríquez (Los Tenates)
0001,95462,Cuauhtémoc
0001,95563,La Gloria
0001,95597,Pueblo Nuevo
0001,95609,La Sabana Carame
0001,95634,Niños Héroes
0001,95657,La Peña
0001,95673,Teocalli
0001,95818,Laguneta
0001,95848,El Pital
0001,95855,Los Acahuales
0001,95873,Tebanca
0001,95922,Cuilonia
0001,95935,Huazuntlán
0001,95955,Santanón Rodríguez
0001,95969,Lázaro Cárdenas del Río
0001,95983,Nuevo
