postal_code,state,municipality,locality,frontier,start_date,end_date,timezone
64751,NLE,,,0,1/7/19,,Tiempo del Centro
64752,NLE,,,0,1/7/19,,Tiempo del Centro
64753,NLE,039,07,0,1/7/19,,Tiempo del Centro
64754,NLE,039,07,0,1/7/19,,Tiempo del Centro
64755,NLE,,,0,1/7/19,,Tiempo del Centro
64756,NLE,,,0,1/7/19,,Tiempo del Centro
64757,NLE,,,0,1/7/19,,Tiempo del Centro
64758,NLE,,,0,1/7/19,,Tiempo del Centro
64759,NLE,,,0,1/7/19,,Tiempo del Centro
64760,NLE,039,07,0,1/7/19,,Tiempo del Centro
64761,NLE,,,0,1/7/19,,Tiempo del Centro
64762,NLE,,,0,1/7/19,,Tiempo del Centro
64763,NLE,,,0,1/7/19,,Tiempo del Centro
64764,NLE,039,07,0,1/7/19,,Tiempo del Centro
64765,NLE,039,07,0,1/7/19,,Tiempo del Centro
64766,NLE,,,0,1/7/19,,Tiempo del Centro
64767,NLE,,,0,1/7/19,,Tiempo del Centro
64768,NLE,,,0,1/7/19,,Tiempo del Centro
64769,NLE,039,07,0,1/7/19,,Tiempo del Centro
